Team;Driver;Compound;LapTime;Year;GP
Haas F1 Team;HUL;MEDIUM;0 days 00:01:32.218086956;2023;Miami Grand Prix
Haas F1 Team;HUL;HARD;0 days 00:01:33.579129032;2023;Miami Grand Prix
Haas F1 Team;MAG;SOFT;0 days 00:01:33.603750;2019;Japanese Grand Prix
Haas F1 Team;MAG;MEDIUM;0 days 00:01:37.218000;2019;Japanese Grand Prix
Haas F1 Team;HUL;HARD;0 days 00:01:19.730200;2023;Spanish Grand Prix
Haas F1 Team;HUL;MEDIUM;0 days 00:01:19.729250;2023;Spanish Grand Prix
Haas F1 Team;MAG;MEDIUM;0 days 00:01:54.613368421;2022;Belgian Grand Prix
Haas F1 Team;GRO;SOFT;0 days 00:01:37.259857142;2019;Japanese Grand Prix
Haas F1 Team;MAG;HARD;0 days 00:01:55.378642857;2022;Belgian Grand Prix
Haas F1 Team;GRO;HARD;0 days 00:01:36.113620689;2019;Japanese Grand Prix
Haas F1 Team;MSC;HARD;0 days 00:01:10.133733333;2021;Austrian Grand Prix
Haas F1 Team;MAG;MEDIUM;0 days 00:01:23.967950;2019;Mexican Grand Prix
Haas F1 Team;MSC;HARD;0 days 00:01:10.772452380;2022;Austrian Grand Prix
Haas F1 Team;MSC;MEDIUM;0 days 00:01:35.427928571;2022;British Grand Prix
Haas F1 Team;MAG;MEDIUM;0 days 00:01:24.549535714;2022;Hungarian Grand Prix
Haas F1 Team;MSC;HARD;0 days 00:01:10.566821428;2021;Styrian Grand Prix
Haas F1 Team;MAZ;HARD;0 days 00:01:11.344933333;2021;Styrian Grand Prix
Haas F1 Team;MAG;HARD;0 days 00:01:25.951416666;2022;Hungarian Grand Prix
Haas F1 Team;MAZ;HARD;0 days 00:01:41.967230769;2021;French Grand Prix
Haas F1 Team;MAZ;MEDIUM;0 days 00:01:40.113210526;2021;French Grand Prix
Haas F1 Team;MSC;HARD;0 days 00:01:40.279058823;2021;French Grand Prix
Haas F1 Team;MSC;MEDIUM;0 days 00:01:42.080818181;2021;French Grand Prix
